,from,to,value,study
1328,torsemide,lisinopril,0,CCAE
1329,trandolapril,lisinopril,0,CCAE
1330,triamterene,lisinopril,0,CCAE
1331,valsartan,lisinopril,685732,CCAE
1332,verapamil,lisinopril,651445,CCAE
1333,co-amilozide,lisinopril,0,CCAE
1334,methyldopa,losartan,110055,CCAE
1335,metolazone,losartan,0,CCAE
1336,metoprolol,losartan,276872,CCAE
1337,minoxidil,losartan,0,CCAE
1338,moexipril,losartan,0,CCAE
1339,nadolol,losartan,104279,CCAE
1340,nebivolol,losartan,117911,CCAE
1341,nicardipine,losartan,0,CCAE
1342,nifedipine,losartan,127910,CCAE
1343,nisoldipine,losartan,0,CCAE
1344,olmesartan,losartan,140546,CCAE
1345,penbutolol,losartan,0,CCAE
1346,perindopril,losartan,0,CCAE
1347,pindolol,losartan,0,CCAE
1348,prazosin,losartan,0,CCAE
1349,propranolol,losartan,129283,CCAE
1350,quinapril,losartan,112937,CCAE
1351,ramipril,losartan,139496,CCAE
1352,spironolactone,losartan,110488,CCAE
1353,telmisartan,losartan,112434,CCAE
1354,terazosin,losartan,104870,CCAE
1355,torsemide,losartan,0,CCAE
1356,trandolapril,losartan,0,CCAE
1357,triamterene,losartan,0,CCAE
1358,valsartan,losartan,151223,CCAE
1359,verapamil,losartan,114634,CCAE
1360,co-amilozide,losartan,0,CCAE
1361,metolazone,methyldopa,0,CCAE
1362,metoprolol,methyldopa,184788,CCAE
1363,minoxidil,methyldopa,0,CCAE
1364,moexipril,methyldopa,0,CCAE
1365,nadolol,methyldopa,12375,CCAE
1366,nebivolol,methyldopa,33146,CCAE
1367,nicardipine,methyldopa,0,CCAE
1368,nifedipine,methyldopa,35860,CCAE
1369,nisoldipine,methyldopa,0,CCAE
1370,olmesartan,methyldopa,49425,CCAE
1371,penbutolol,methyldopa,0,CCAE
1372,perindopril,methyldopa,0,CCAE
1373,pindolol,methyldopa,0,CCAE
1374,prazosin,methyldopa,0,CCAE
1375,propranolol,methyldopa,37227,CCAE
1376,quinapril,methyldopa,21148,CCAE
1377,ramipril,methyldopa,47447,CCAE
1378,spironolactone,methyldopa,18439,CCAE
1379,telmisartan,methyldopa,20423,CCAE
1380,terazosin,methyldopa,13221,CCAE
1381,torsemide,methyldopa,0,CCAE
1382,trandolapril,methyldopa,0,CCAE
1383,triamterene,methyldopa,0,CCAE
1384,valsartan,methyldopa,59656,CCAE
1385,verapamil,methyldopa,22602,CCAE
1386,co-amilozide,methyldopa,0,CCAE
1387,metoprolol,metolazone,0,CCAE
1388,minoxidil,metolazone,0,CCAE
1389,moexipril,metolazone,0,CCAE
1390,nadolol,metolazone,0,CCAE
1391,nebivolol,metolazone,0,CCAE
1392,nicardipine,metolazone,0,CCAE
1393,nifedipine,metolazone,0,CCAE
1394,nisoldipine,metolazone,0,CCAE
1395,olmesartan,metolazone,0,CCAE
1396,penbutolol,metolazone,0,CCAE
1397,perindopril,metolazone,0,CCAE
1398,pindolol,metolazone,0,CCAE
1399,prazosin,metolazone,0,CCAE
1400,propranolol,metolazone,0,CCAE
1401,quinapril,metolazone,0,CCAE
1402,ramipril,metolazone,0,CCAE
1403,spironolactone,metolazone,0,CCAE
1404,telmisartan,metolazone,0,CCAE
1405,terazosin,metolazone,0,CCAE
1406,torsemide,metolazone,0,CCAE
1407,trandolapril,metolazone,0,CCAE
1408,triamterene,metolazone,0,CCAE
1409,valsartan,metolazone,0,CCAE
1410,verapamil,metolazone,0,CCAE
1411,co-amilozide,metolazone,0,CCAE
1412,minoxidil,metoprolol,0,CCAE
1413,moexipril,metoprolol,0,CCAE
1414,nadolol,metoprolol,179055,CCAE
1415,nebivolol,metoprolol,149232,CCAE
1416,nicardipine,metoprolol,0,CCAE
1417,nifedipine,metoprolol,202640,CCAE
1418,nisoldipine,metoprolol,0,CCAE
1419,olmesartan,metoprolol,212515,CCAE
1420,penbutolol,metoprolol,0,CCAE
1421,perindopril,metoprolol,0,CCAE
1422,pindolol,metoprolol,0,CCAE
1423,prazosin,metoprolol,0,CCAE
1424,propranolol,metoprolol,204013,CCAE
1425,quinapril,metoprolol,187777,CCAE
1426,ramipril,metoprolol,214228,CCAE
1427,spironolactone,metoprolol,185218,CCAE
1428,telmisartan,metoprolol,187173,CCAE
1429,terazosin,metoprolol,179784,CCAE
1430,torsemide,metoprolol,0,CCAE
1431,trandolapril,metoprolol,0,CCAE
1432,triamterene,metoprolol,0,CCAE
1433,valsartan,metoprolol,224693,CCAE
1434,verapamil,metoprolol,189369,CCAE
1435,co-amilozide,metoprolol,0,CCAE
1436,moexipril,minoxidil,0,CCAE
1437,nadolol,minoxidil,0,CCAE
1438,nebivolol,minoxidil,0,CCAE
1439,nicardipine,minoxidil,0,CCAE
1440,nifedipine,minoxidil,0,CCAE
1441,nisoldipine,minoxidil,0,CCAE
1442,olmesartan,minoxidil,0,CCAE
1443,penbutolol,minoxidil,0,CCAE
1444,perindopril,minoxidil,0,CCAE
1445,pindolol,minoxidil,0,CCAE
1446,prazosin,minoxidil,0,CCAE
1447,propranolol,minoxidil,0,CCAE
1448,quinapril,minoxidil,0,CCAE
1449,ramipril,minoxidil,0,CCAE
1450,spironolactone,minoxidil,0,CCAE
1451,telmisartan,minoxidil,0,CCAE
1452,terazosin,minoxidil,0,CCAE
1453,torsemide,minoxidil,0,CCAE
1454,trandolapril,minoxidil,0,CCAE
1455,triamterene,minoxidil,0,CCAE
1456,valsartan,minoxidil,0,CCAE
1457,verapamil,minoxidil,0,CCAE
1458,co-amilozide,minoxidil,0,CCAE
1459,nadolol,moexipril,0,CCAE
1460,nebivolol,moexipril,0,CCAE
1461,nicardipine,moexipril,0,CCAE
1462,nifedipine,moexipril,0,CCAE
1463,nisoldipine,moexipril,0,CCAE
1464,olmesartan,moexipril,0,CCAE
1465,penbutolol,moexipril,0,CCAE
1466,perindopril,moexipril,0,CCAE
1467,pindolol,moexipril,0,CCAE
1468,prazosin,moexipril,0,CCAE
1469,propranolol,moexipril,0,CCAE
1470,quinapril,moexipril,0,CCAE
1471,ramipril,moexipril,0,CCAE
1472,spironolactone,moexipril,0,CCAE
1473,telmisartan,moexipril,0,CCAE
1474,terazosin,moexipril,0,CCAE
1475,torsemide,moexipril,0,CCAE
1476,trandolapril,moexipril,0,CCAE
1477,triamterene,moexipril,0,CCAE
1478,valsartan,moexipril,0,CCAE
1479,verapamil,moexipril,0,CCAE
1480,co-amilozide,moexipril,0,CCAE
1481,nebivolol,nadolol,0,CCAE
1482,nicardipine,nadolol,0,CCAE
1483,nifedipine,nadolol,30163,CCAE
1484,nisoldipine,nadolol,0,CCAE
1485,olmesartan,nadolol,43816,CCAE
1486,penbutolol,nadolol,0,CCAE
1487,perindopril,nadolol,0,CCAE
1488,pindolol,nadolol,0,CCAE
1489,prazosin,nadolol,0,CCAE
1490,propranolol,nadolol,31531,CCAE
1491,quinapril,nadolol,15464,CCAE
1492,ramipril,nadolol,41751,CCAE
1493,spironolactone,nadolol,12749,CCAE
1494,telmisartan,nadolol,14736,CCAE
1495,terazosin,nadolol,7538,CCAE
1496,torsemide,nadolol,0,CCAE
1497,trandolapril,nadolol,0,CCAE
1498,triamterene,nadolol,0,CCAE
1499,valsartan,nadolol,53987,CCAE
1500,verapamil,nadolol,16913,CCAE
1501,co-amilozide,nadolol,0,CCAE
1502,nicardipine,nebivolol,0,CCAE
1503,nifedipine,nebivolol,46643,CCAE
1504,nisoldipine,nebivolol,0,CCAE
1505,olmesartan,nebivolol,49567,CCAE
1506,penbutolol,nebivolol,0,CCAE
1507,perindopril,nebivolol,0,CCAE
1508,pindolol,nebivolol,0,CCAE
1509,prazosin,nebivolol,0,CCAE
1510,propranolol,nebivolol,49088,CCAE
1511,quinapril,nebivolol,31210,CCAE
1512,ramipril,nebivolol,43249,CCAE
1513,spironolactone,nebivolol,34771,CCAE
1514,telmisartan,nebivolol,32619,CCAE
1515,terazosin,nebivolol,29590,CCAE
1516,torsemide,nebivolol,0,CCAE
1517,trandolapril,nebivolol,0,CCAE
1518,triamterene,nebivolol,0,CCAE
1519,valsartan,nebivolol,52875,CCAE
1520,verapamil,nebivolol,34784,CCAE
1521,co-amilozide,nebivolol,0,CCAE
1522,nifedipine,nicardipine,0,CCAE
1523,nisoldipine,nicardipine,0,CCAE
1524,olmesartan,nicardipine,0,CCAE
1525,penbutolol,nicardipine,0,CCAE
1526,perindopril,nicardipine,0,CCAE
1527,pindolol,nicardipine,0,CCAE
1528,prazosin,nicardipine,0,CCAE
1529,propranolol,nicardipine,0,CCAE
1530,quinapril,nicardipine,0,CCAE
1531,ramipril,nicardipine,0,CCAE
1532,spironolactone,nicardipine,0,CCAE
1533,telmisartan,nicardipine,0,CCAE
1534,terazosin,nicardipine,0,CCAE
1535,torsemide,nicardipine,0,CCAE
1536,trandolapril,nicardipine,0,CCAE
1537,triamterene,nicardipine,0,CCAE
1538,valsartan,nicardipine,0,CCAE
1539,verapamil,nicardipine,0,CCAE
1540,co-amilozide,nicardipine,0,CCAE
1541,nisoldipine,nifedipine,0,CCAE
1542,olmesartan,nifedipine,66696,CCAE
1543,penbutolol,nifedipine,0,CCAE
1544,perindopril,nifedipine,0,CCAE
1545,pindolol,nifedipine,0,CCAE
1546,prazosin,nifedipine,0,CCAE
1547,propranolol,nifedipine,55051,CCAE
1548,quinapril,nifedipine,38928,CCAE
1549,ramipril,nifedipine,65264,CCAE
1550,spironolactone,nifedipine,36256,CCAE
1551,telmisartan,nifedipine,38225,CCAE
1552,terazosin,nifedipine,30980,CCAE
1553,torsemide,nifedipine,0,CCAE
1554,trandolapril,nifedipine,0,CCAE
1555,triamterene,nifedipine,0,CCAE
1556,valsartan,nifedipine,77127,CCAE
1557,verapamil,nifedipine,40414,CCAE
1558,co-amilozide,nifedipine,0,CCAE
1559,olmesartan,nisoldipine,0,CCAE
1560,penbutolol,nisoldipine,0,CCAE
1561,perindopril,nisoldipine,0,CCAE
1562,pindolol,nisoldipine,0,CCAE
1563,prazosin,nisoldipine,0,CCAE
1564,propranolol,nisoldipine,0,CCAE
1565,quinapril,nisoldipine,0,CCAE
1566,ramipril,nisoldipine,0,CCAE
1567,spironolactone,nisoldipine,0,CCAE
1568,telmisartan,nisoldipine,0,CCAE
1569,terazosin,nisoldipine,0,CCAE
1570,torsemide,nisoldipine,0,CCAE
1571,trandolapril,nisoldipine,0,CCAE
1572,triamterene,nisoldipine,0,CCAE
1573,valsartan,nisoldipine,0,CCAE
1574,verapamil,nisoldipine,0,CCAE
1575,co-amilozide,nisoldipine,0,CCAE
1576,penbutolol,olmesartan,0,CCAE
1577,perindopril,olmesartan,0,CCAE
1578,pindolol,olmesartan,0,CCAE
1579,prazosin,olmesartan,0,CCAE
1580,propranolol,olmesartan,68192,CCAE
1581,quinapril,olmesartan,50580,CCAE
1582,ramipril,olmesartan,76778,CCAE
1583,spironolactone,olmesartan,49876,CCAE
1584,telmisartan,olmesartan,51649,CCAE
1585,terazosin,olmesartan,44561,CCAE
1586,torsemide,olmesartan,0,CCAE
1587,trandolapril,olmesartan,0,CCAE
1588,triamterene,olmesartan,0,CCAE
1589,valsartan,olmesartan,88158,CCAE
1590,verapamil,olmesartan,53218,CCAE
1591,co-amilozide,olmesartan,0,CCAE
1592,perindopril,penbutolol,0,CCAE
1593,pindolol,penbutolol,0,CCAE
1594,prazosin,penbutolol,0,CCAE
1595,propranolol,penbutolol,0,CCAE
1596,quinapril,penbutolol,0,CCAE
1597,ramipril,penbutolol,0,CCAE
1598,spironolactone,penbutolol,0,CCAE
1599,telmisartan,penbutolol,0,CCAE
1600,terazosin,penbutolol,0,CCAE
1601,torsemide,penbutolol,0,CCAE
1602,trandolapril,penbutolol,0,CCAE
1603,triamterene,penbutolol,0,CCAE
1604,valsartan,penbutolol,0,CCAE
1605,verapamil,penbutolol,0,CCAE
1606,co-amilozide,penbutolol,0,CCAE
1607,pindolol,perindopril,0,CCAE
1608,prazosin,perindopril,0,CCAE
1609,propranolol,perindopril,0,CCAE
1610,quinapril,perindopril,0,CCAE
1611,ramipril,perindopril,0,CCAE
1612,spironolactone,perindopril,0,CCAE
1613,telmisartan,perindopril,0,CCAE
1614,terazosin,perindopril,0,CCAE
1615,torsemide,perindopril,0,CCAE
1616,trandolapril,perindopril,0,CCAE
1617,triamterene,perindopril,0,CCAE
1618,valsartan,perindopril,0,CCAE
1619,verapamil,perindopril,0,CCAE
1620,co-amilozide,perindopril,0,CCAE
1621,prazosin,pindolol,0,CCAE
1622,propranolol,pindolol,0,CCAE
1623,quinapril,pindolol,0,CCAE
1624,ramipril,pindolol,0,CCAE
1625,spironolactone,pindolol,0,CCAE
1626,telmisartan,pindolol,0,CCAE
1627,terazosin,pindolol,0,CCAE
1628,torsemide,pindolol,0,CCAE
1629,trandolapril,pindolol,0,CCAE
1630,triamterene,pindolol,0,CCAE
1631,valsartan,pindolol,0,CCAE
1632,verapamil,pindolol,0,CCAE
1633,co-amilozide,pindolol,0,CCAE
1634,propranolol,prazosin,0,CCAE
1635,quinapril,prazosin,0,CCAE
1636,ramipril,prazosin,0,CCAE
1637,spironolactone,prazosin,0,CCAE
1638,telmisartan,prazosin,0,CCAE
1639,terazosin,prazosin,0,CCAE
1640,torsemide,prazosin,0,CCAE
1641,trandolapril,prazosin,0,CCAE
1642,triamterene,prazosin,0,CCAE
1643,valsartan,prazosin,0,CCAE
1644,verapamil,prazosin,0,CCAE
1645,co-amilozide,prazosin,0,CCAE
1646,quinapril,propranolol,40293,CCAE
1647,ramipril,propranolol,66637,CCAE
1648,spironolactone,propranolol,37629,CCAE
1649,telmisartan,propranolol,39594,CCAE
1650,terazosin,propranolol,32339,CCAE
1651,torsemide,propranolol,0,CCAE
1652,trandolapril,propranolol,0,CCAE
1653,triamterene,propranolol,0,CCAE
1654,valsartan,propranolol,78773,CCAE
1655,verapamil,propranolol,41784,CCAE
1656,co-amilozide,propranolol,0,CCAE
1657,ramipril,quinapril,50527,CCAE
1658,spironolactone,quinapril,21520,CCAE
1659,telmisartan,quinapril,23516,CCAE
1660,terazosin,quinapril,16324,CCAE
1661,torsemide,quinapril,0,CCAE
1662,trandolapril,quinapril,0,CCAE
1663,triamterene,quinapril,0,CCAE
1664,valsartan,quinapril,61611,CCAE
1665,verapamil,quinapril,25692,CCAE
1666,co-amilozide,quinapril,0,CCAE
1667,spironolactone,ramipril,47842,CCAE
1668,telmisartan,ramipril,49815,CCAE
1669,terazosin,ramipril,42589,CCAE
1670,torsemide,ramipril,0,CCAE
1671,trandolapril,ramipril,0,CCAE
1672,triamterene,ramipril,0,CCAE
1673,valsartan,ramipril,88148,CCAE
1674,verapamil,ramipril,52002,CCAE
1675,co-amilozide,ramipril,0,CCAE
1676,telmisartan,spironolactone,20804,CCAE
1677,terazosin,spironolactone,13580,CCAE
1678,torsemide,spironolactone,0,CCAE
1679,trandolapril,spironolactone,0,CCAE
1680,triamterene,spironolactone,0,CCAE
1681,valsartan,spironolactone,60079,CCAE
1682,verapamil,spironolactone,22992,CCAE
1683,co-amilozide,spironolactone,0,CCAE
1684,terazosin,telmisartan,15583,CCAE
1685,torsemide,telmisartan,0,CCAE
1686,trandolapril,telmisartan,0,CCAE
1687,triamterene,telmisartan,0,CCAE
1688,valsartan,telmisartan,61942,CCAE
1689,verapamil,telmisartan,24970,CCAE
1690,co-amilozide,telmisartan,0,CCAE
1691,torsemide,terazosin,0,CCAE
1692,trandolapril,terazosin,0,CCAE
1693,triamterene,terazosin,0,CCAE
1694,valsartan,terazosin,54727,CCAE
1695,verapamil,terazosin,17755,CCAE
1696,co-amilozide,terazosin,0,CCAE
1697,trandolapril,torsemide,0,CCAE
1698,triamterene,torsemide,0,CCAE
1699,valsartan,torsemide,0,CCAE
1700,verapamil,torsemide,0,CCAE
1701,co-amilozide,torsemide,0,CCAE
1702,triamterene,trandolapril,0,CCAE
1703,valsartan,trandolapril,0,CCAE
1704,verapamil,trandolapril,0,CCAE
1705,co-amilozide,trandolapril,0,CCAE
1706,valsartan,triamterene,0,CCAE
1707,verapamil,triamterene,0,CCAE
1708,co-amilozide,triamterene,0,CCAE
1709,verapamil,valsartan,63699,CCAE
1710,co-amilozide,valsartan,0,CCAE
1711,co-amilozide,verapamil,0,CCAE
